anios	trabajo	estado	contacto	mes	dia	cambios	problemas	cantidad
36	independent	divorced	cellular	nov	wed	177	1	5195.8
42	administrator	married	cellular	apr	tue	101	5	5099.1
36	teacher	married	cellular	may	thu	248	1	5099.1
34	services	married	cellular	may	mon	101	2	5099.1
39	technician	single	cellular	jul	mon	452	4	5228.1
33	teacher	married	cellular	may	fri	656	1	5099.1
48	management	married	cellular	jul	thu	52	4	5228.1
36	teacher	married	cellular	may	tue	253	3	5099.1
25	services	single	telephone	may	thu	175	3	5191
57	administrator	married	telephone	may	tue	353	3	5191
37	management	married	telephone	may	wed	189	2	5191
39	management	married	cellular	may	fri	837	1	5099.1
30	teacher	married	cellular	jul	wed	532	1	5228.1
30	administrator	single	cellular	jul	tue	127	2	5228.1
38	student	single	telephone	may	mon	763	6	5191
37	technician	single	cellular	aug	mon	51	2	5228.1
37	administrator	married	cellular	may	tue	24	7	5099.1
45	independent	divorced	cellular	jul	mon	168	4	5228.1
31	management	single	telephone	jun	fri	100	3	5228.1
39	unemployed	married	cellular	nov	wed	640	1	5195.8
55	services	married	telephone	may	mon	129	3	5191
22	teacher	single	telephone	jul	thu	227	7	5228.1
32	administrator	divorced	cellular	aug	wed	46	4	5228.1
49	administrator	married	cellular	aug	tue	464	2	5076.2
56	services	divorced	cellular	jul	mon	247	2	5228.1
31	administrator	single	telephone	jun	fri	13	15	5228.1
45	services	divorced	cellular	apr	thu	1579	1	5099.1
57	teacher	married	cellular	aug	mon	84	2	5228.1
51	entrepreneur	married	cellular	aug	wed	90	1	5228.1
52	teacher	married	cellular	aug	mon	917	2	5228.1
46	services	married	telephone	may	tue	32	3	5191
33	entrepreneur	married	cellular	nov	wed	90	2	5195.8
39	teacher	married	telephone	may	mon	297	1	5191
25	services	single	cellular	jun	tue	516	1	4991.6
34	technician	married	cellular	nov	wed	561	1	5195.8
30	teacher	single	telephone	may	fri	322	1	5191
42	teacher	married	telephone	may	tue	89	2	5099.1
37	technician	married	cellular	jul	wed	130	1	5228.1
30	services	married	cellular	nov	wed	101	1	5195.8
32	services	married	telephone	may	wed	628	2	5099.1
36	administrator	married	telephone	jun	mon	152	2	5228.1
44	teacher	single	cellular	nov	wed	198	1	5195.8
55	retired	married	cellular	apr	fri	401	1	5099.1
49	teacher	married	telephone	may	wed	87	1	5191
31	administrator	single	cellular	aug	tue	241	1	4991.6
52	services	married	cellular	may	fri	207	1	5099.1
59	administrator	single	telephone	may	thu	421	3	5191
28	administrator	single	telephone	jun	wed	203	3	5228.1
58	retired	married	telephone	jun	mon	389	1	5228.1
26	administrator	single	cellular	jul	wed	153	1	5076.2
46	technician	married	cellular	nov	tue	135	2	5195.8
39	technician	divorced	telephone	may	fri	363	2	5191
32	technician	married	telephone	may	tue	274	1	5191
45	teacher	married	cellular	aug	fri	234	1	5228.1
41	administrator	married	cellular	aug	mon	114	3	5228.1
31	administrator	single	cellular	aug	tue	1032	2	5228.1
24	technician	single	cellular	jul	fri	126	2	5228.1
45	management	single	telephone	jun	thu	237	2	5228.1
44	administrator	married	cellular	aug	tue	286	1	5228.1
44	administrator	married	cellular	nov	thu	147	1	5195.8
46	technician	divorced	cellular	jul	thu	60	3	5228.1
35	administrator	married	cellular	aug	fri	511	2	5228.1
31	administrator	single	telephone	may	mon	87	2	5191
35	administrator	divorced	telephone	jun	mon	41	3	5228.1
29	administrator	married	telephone	jul	thu	123	1	5228.1
51	services	married	telephone	jun	mon	81	1	5228.1
34	administrator	single	cellular	aug	tue	161	5	5228.1
47	teacher	married	cellular	may	wed	139	1	5099.1
34	administrator	single	telephone	may	fri	1178	4	5191
35	teacher	married	telephone	may	mon	267	1	5191
45	technician	divorced	cellular	aug	mon	482	3	5228.1
41	teacher	married	cellular	may	fri	10	5	5099.1
23	student	single	cellular	aug	mon	80	1	5076.2
49	teacher	married	cellular	may	thu	105	1	5099.1
45	independent	single	cellular	apr	wed	156	1	5099.1
47	administrator	married	cellular	aug	thu	93	1	5228.1
35	management	married	cellular	nov	fri	579	9	5195.8
30	student	single	cellular	mar	thu	292	1	5008.7
40	administrator	married	telephone	may	tue	81	1	5191
40	administrator	married	telephone	jun	thu	314	2	5228.1
27	teacher	married	telephone	may	wed	241	2	5191
28	administrator	married	telephone	may	tue	142	3	5191
50	technician	single	cellular	aug	thu	350	2	5228.1
44	independent	single	cellular	may	mon	230	6	5099.1
22	services	single	cellular	jul	fri	143	2	5228.1
51	entrepreneur	married	cellular	aug	tue	148	2	5228.1
36	administrator	married	cellular	jul	wed	93	2	5228.1
35	services	married	telephone	jun	thu	98	1	5228.1
51	administrator	married	telephone	may	thu	89	1	5191
37	services	married	telephone	may	wed	112	1	5191
49	administrator	married	telephone	jun	wed	29	2	5228.1
56	teacher	married	cellular	may	thu	118	1	5099.1
37	technician	married	cellular	aug	mon	121	2	5228.1
33	teacher	married	cellular	apr	wed	165	2	5099.1
55	retired	married	cellular	jul	fri	659	2	5228.1
38	teacher	married	telephone	may	fri	438	1	5191
40	teacher	married	cellular	apr	fri	179	2	5099.1
47	management	married	cellular	aug	thu	276	1	5228.1
42	administrator	divorced	cellular	may	fri	308	3	5099.1
44	technician	married	cellular	may	fri	135	1	5099.1
42	management	married	cellular	jul	tue	304	1	5228.1
30	entrepreneur	divorced	telephone	jun	fri	101	5	5228.1
35	technician	married	cellular	jul	thu	12	12	5228.1
39	teacher	married	telephone	may	thu	124	1	5191
33	administrator	single	cellular	apr	wed	507	3	5099.1
52	teacher	married	telephone	may	fri	151	9	5191
58	retired	married	cellular	jul	thu	82	1	5076.2
47	administrator	married	telephone	jun	mon	121	4	5228.1
39	unemployed	single	telephone	jun	thu	238	2	5228.1
49	administrator	married	telephone	may	mon	15	5	5099.1
54	retired	divorced	cellular	nov	fri	138	6	5195.8
38	services	single	telephone	may	mon	85	3	5191
42	administrator	married	cellular	jul	wed	73	2	5228.1
46	teacher	married	cellular	aug	mon	378	3	5228.1
52	administrator	single	cellular	aug	wed	138	3	5228.1
29	technician	divorced	cellular	may	fri	14	5	5099.1
35	teacher	married	cellular	nov	tue	372	2	5195.8
52	technician	married	cellular	nov	fri	197	1	5195.8
51	retired	married	cellular	jul	wed	1057	1	5076.2
43	technician	married	cellular	jul	wed	110	6	5228.1
58	teacher	married	cellular	nov	tue	64	1	5195.8
52	entrepreneur	married	cellular	jun	fri	177	3	5076.2
44	services	married	cellular	aug	tue	157	3	5228.1
56	management	married	cellular	nov	mon	124	1	5017.5
38	administrator	single	cellular	apr	fri	74	2	5099.1
27	administrator	single	cellular	jul	mon	200	6	4991.6
35	services	married	cellular	apr	fri	36	1	5099.1
37	housemaid	married	telephone	may	wed	567	3	5191
41	administrator	single	cellular	apr	mon	115	2	5099.1
44	independent	single	cellular	may	mon	230	6	5099.1
35	teacher	married	telephone	jun	fri	15	3	5228.1
38	teacher	married	cellular	nov	fri	1055	1	5195.8
38	management	married	telephone	aug	thu	35	4	5228.1
36	administrator	single	telephone	may	mon	12	5	5099.1
38	teacher	married	cellular	nov	thu	103	2	5195.8
50	services	married	telephone	may	wed	507	1	5191
44	administrator	married	cellular	nov	fri	10	7	5195.8
35	teacher	married	telephone	may	thu	98	2	5191
26	management	single	cellular	sep	fri	351	2	5017.5
38	services	single	cellular	jul	mon	149	4	5228.1
41	teacher	married	telephone	jun	fri	591	6	5228.1
58	technician	married	telephone	aug	thu	64	1	5228.1
33	administrator	married	cellular	nov	tue	52	1	5195.8
48	independent	divorced	cellular	aug	fri	166	1	4991.6
32	technician	single	cellular	aug	thu	83	3	5228.1
22	student	single	cellular	may	tue	245	2	5099.1
45	technician	married	cellular	aug	tue	42	1	5228.1
36	administrator	divorced	cellular	aug	mon	559	1	5076.2
36	administrator	married	cellular	jul	wed	227	6	5228.1
35	teacher	married	cellular	may	thu	235	2	5099.1
45	teacher	married	telephone	may	mon	129	3	5191
50	teacher	married	telephone	may	mon	192	2	5191
41	teacher	married	cellular	nov	wed	264	2	5195.8
30	teacher	single	telephone	may	mon	157	3	5191
59	independent	married	cellular	apr	mon	69	3	5099.1
38	administrator	married	cellular	aug	fri	62	1	5228.1
36	administrator	married	cellular	jul	wed	570	2	5228.1
44	management	married	telephone	jul	wed	43	1	5228.1
38	teacher	married	telephone	may	wed	76	9	5191
35	entrepreneur	married	telephone	may	fri	399	3	5191
63	technician	married	cellular	oct	tue	157	1	5017.5
31	management	married	cellular	may	fri	144	2	5099.1
29	administrator	single	cellular	aug	wed	391	2	5228.1
46	management	married	telephone	jun	thu	90	2	5228.1
59	technician	married	telephone	may	thu	24	16	5191
28	teacher	single	telephone	may	mon	101	2	5191
37	unemployed	single	telephone	jun	fri	394	2	5228.1
32	management	single	cellular	nov	fri	92	2	5017.5
24	student	single	telephone	may	thu	25	8	5099.1
29	administrator	married	telephone	jun	wed	300	1	5228.1
32	teacher	married	telephone	jun	mon	147	2	5228.1
53	housemaid	married	telephone	may	tue	175	5	5191
34	teacher	married	cellular	apr	thu	340	1	5099.1
36	services	single	telephone	may	fri	230	1	5191
54	administrator	single	cellular	jun	wed	114	1	5076.2
44	management	married	cellular	apr	mon	44	2	5099.1
38	unemployed	married	cellular	jul	tue	195	1	5228.1
51	unemployed	married	telephone	may	fri	217	1	5191
31	management	single	cellular	nov	tue	82	2	5195.8
60	independent	married	cellular	jul	wed	416	4	5228.1
52	teacher	married	cellular	aug	mon	917	2	5228.1
32	administrator	married	cellular	aug	mon	247	1	5228.1
39	teacher	single	cellular	may	mon	78	3	5099.1
32	administrator	married	telephone	may	mon	261	56	5191
36	technician	single	cellular	may	wed	45	1	5099.1
42	management	married	cellular	aug	tue	173	1	5228.1
38	administrator	single	telephone	jun	wed	126	1	5228.1
44	teacher	married	cellular	apr	fri	574	1	5099.1
36	administrator	single	cellular	aug	fri	106	1	5228.1
30	teacher	single	cellular	mar	fri	166	2	5099.1
27	administrator	married	cellular	may	thu	643	1	5099.1
43	administrator	married	telephone	jun	fri	246	3	5228.1
51	management	married	cellular	jul	wed	180	1	5228.1
40	teacher	married	telephone	apr	mon	534	1	5099.1
30	teacher	single	telephone	may	fri	72	3	5191
42	administrator	single	cellular	apr	fri	392	1	5099.1
20	student	single	telephone	apr	thu	80	1	5099.1
46	administrator	married	telephone	jul	tue	53	6	5228.1
44	administrator	single	telephone	jun	mon	164	1	5228.1
33	housemaid	married	telephone	may	tue	129	8	5191
31	administrator	married	cellular	jul	wed	106	2	5228.1
32	administrator	single	cellular	aug	wed	130	3	5228.1
31	administrator	married	cellular	may	fri	364	5	5099.1
50	management	married	telephone	may	thu	587	1	5191
34	management	married	cellular	may	thu	11	8	5099.1
31	services	single	cellular	jul	thu	61	4	5228.1
57	independent	married	telephone	jun	tue	187	7	5228.1
28	teacher	married	cellular	may	thu	233	1	5099.1
36	administrator	single	cellular	nov	wed	154	1	5195.8
77	retired	divorced	cellular	may	tue	393	1	5008.7
29	administrator	single	cellular	aug	thu	142	4	5228.1
54	unemployed	married	telephone	jun	wed	36	16	5228.1
38	technician	married	cellular	jul	mon	224	3	5228.1
29	administrator	single	cellular	aug	tue	144	3	5228.1
62	retired	divorced	telephone	oct	wed	129	3	5017.5
39	administrator	single	telephone	may	fri	254	16	5191
40	management	married	cellular	may	thu	188	1	5099.1
41	administrator	divorced	cellular	jul	mon	101	3	4991.6
37	technician	single	cellular	aug	mon	44	1	5228.1
35	administrator	married	cellular	jul	mon	125	5	5228.1
53	administrator	divorced	cellular	nov	tue	172	1	5195.8
44	administrator	married	cellular	jul	tue	228	2	5228.1
33	administrator	married	telephone	may	wed	1044	2	5191
57	independent	married	cellular	jul	thu	164	2	5228.1
36	teacher	married	telephone	jun	wed	920	1	5228.1
52	services	married	telephone	may	tue	77	1	5191
32	administrator	single	telephone	may	mon	16	11	5191
39	administrator	married	cellular	nov	mon	60	2	5195.8
36	services	divorced	telephone	may	fri	208	1	5191
34	unemployed	married	cellular	nov	thu	72	2	5195.8
38	management	married	cellular	sep	wed	149	2	4963.6
28	teacher	single	telephone	may	wed	259	2	5191
30	teacher	married	cellular	may	fri	1357	4	5099.1
42	independent	married	cellular	aug	tue	91	2	5228.1
30	technician	single	cellular	jul	tue	116	1	5228.1
27	teacher	single	cellular	jul	tue	246	4	5228.1
40	management	married	cellular	jul	mon	638	3	5228.1
39	administrator	single	telephone	may	tue	215	1	5191
34	technician	single	cellular	sep	fri	294	4	4963.6
25	teacher	married	telephone	may	tue	816	3	5191
33	administrator	single	cellular	jul	fri	704	1	5076.2
36	administrator	single	cellular	may	tue	260	2	5099.1
37	technician	married	cellular	apr	fri	372	1	5099.1
46	teacher	married	cellular	jul	mon	243	2	5228.1
35	teacher	married	telephone	may	wed	52	1	5191
29	administrator	single	cellular	may	fri	113	4	5099.1
36	teacher	married	telephone	may	tue	285	2	5191
30	technician	single	telephone	may	tue	34	4	5099.1
21	administrator	single	cellular	jun	mon	173	1	5076.2
33	administrator	married	cellular	aug	fri	227	1	5228.1
51	entrepreneur	divorced	cellular	nov	wed	133	1	5195.8
45	services	married	telephone	jul	tue	152	4	5228.1
41	housemaid	married	cellular	jul	thu	17	24	5228.1
50	housemaid	married	telephone	may	wed	66	7	5191
32	technician	married	telephone	mar	wed	92	5	5099.1
42	administrator	divorced	telephone	may	fri	99	3	5191
49	unemployed	married	cellular	jun	tue	229	1	5076.2
51	management	married	telephone	may	thu	410	3	5191
35	technician	single	cellular	aug	wed	152	5	5228.1
35	technician	single	cellular	jul	thu	105	5	5228.1
26	independent	single	cellular	jun	wed	181	2	5076.2
29	technician	married	cellular	jul	mon	328	1	5228.1
35	administrator	married	cellular	nov	mon	70	1	5195.8
59	independent	married	cellular	may	tue	61	1	5099.1
30	teacher	married	telephone	may	wed	139	2	5191
33	technician	single	cellular	jul	tue	312	1	5228.1
52	technician	divorced	cellular	aug	tue	126	4	5228.1
43	management	married	telephone	may	wed	407	4	5191
27	independent	single	cellular	jun	tue	112	2	5076.2
38	entrepreneur	divorced	cellular	nov	wed	353	2	5195.8
29	administrator	single	cellular	aug	fri	163	1	5228.1
43	technician	married	telephone	jun	tue	112	1	5228.1
37	management	married	telephone	nov	mon	188	2	5195.8
39	administrator	married	telephone	jul	fri	104	1	5228.1
34	administrator	married	telephone	may	tue	373	1	5191
44	services	single	telephone	jun	tue	363	3	5228.1
30	teacher	single	telephone	jun	thu	65	2	5228.1
24	independent	single	cellular	may	thu	334	2	5099.1
58	retired	married	cellular	aug	tue	509	1	5228.1
28	independent	married	cellular	jul	wed	186	3	5228.1
35	administrator	single	cellular	aug	wed	448	2	5228.1
57	services	divorced	telephone	may	mon	78	3	5191
47	administrator	divorced	cellular	aug	wed	69	6	5228.1
52	services	married	cellular	jul	wed	183	1	5228.1
33	teacher	married	cellular	nov	tue	184	1	5195.8
58	unemployed	divorced	telephone	oct	wed	509	1	5017.5
36	unemployed	single	cellular	jul	wed	148	1	5228.1
39	management	married	telephone	may	tue	27	1	5191
42	technician	married	telephone	jun	thu	81	1	5228.1
57	management	divorced	telephone	may	fri	111	1	5191
53	administrator	married	cellular	aug	wed	277	1	5228.1
46	administrator	single	telephone	may	wed	74	1	5191
29	technician	married	cellular	jun	fri	157	2	5076.2
58	technician	married	telephone	jun	fri	18	2	5228.1
40	services	married	cellular	jul	wed	83	1	5228.1
37	student	married	cellular	jul	mon	110	17	5228.1
30	administrator	married	cellular	may	tue	16	5	5099.1
59	retired	married	cellular	jul	tue	196	1	5228.1
45	teacher	married	cellular	aug	tue	561	2	5228.1
31	teacher	single	cellular	jul	fri	35	3	5228.1
39	teacher	married	cellular	jul	wed	138	1	5228.1
37	management	divorced	cellular	nov	tue	1268	2	5195.8
30	teacher	married	cellular	may	mon	429	2	5099.1
38	teacher	married	telephone	may	wed	471	5	5191
28	administrator	single	cellular	dec	fri	454	6	5023.5
50	administrator	married	telephone	jun	fri	513	3	5228.1
42	technician	divorced	cellular	nov	fri	675	4	5195.8
25	administrator	single	telephone	jun	wed	109	1	5228.1
53	administrator	married	cellular	dec	thu	110	1	5023.5
21	services	single	cellular	jul	wed	285	2	5228.1
42	administrator	married	cellular	apr	thu	204	4	5099.1
48	management	married	cellular	may	tue	393	1	5099.1
37	administrator	single	cellular	nov	fri	661	1	5195.8
59	retired	married	telephone	dec	tue	476	1	5023.5
37	independent	married	cellular	nov	fri	6	5	5195.8
46	teacher	married	telephone	jun	wed	196	2	5228.1
41	housemaid	married	cellular	aug	thu	228	1	5228.1
46	entrepreneur	married	cellular	aug	tue	435	5	5228.1
54	technician	married	cellular	sep	mon	99	1	5017.5
36	teacher	married	telephone	may	thu	342	1	5191
46	housemaid	married	telephone	jun	fri	134	10	5228.1
36	teacher	married	telephone	may	fri	378	2	5191
41	management	married	telephone	may	tue	174	2	5191
46	teacher	married	cellular	aug	thu	99	5	5076.2
41	teacher	married	telephone	jun	mon	385	1	5228.1
29	administrator	married	telephone	jun	wed	583	4	5228.1
52	teacher	married	telephone	jun	mon	50	3	5228.1
28	services	married	telephone	may	wed	98	2	5191
34	management	married	cellular	jul	tue	838	3	5228.1
32	teacher	married	telephone	jun	mon	39	1	5228.1
34	administrator	married	cellular	mar	thu	562	3	5008.7
45	technician	married	telephone	may	thu	455	2	5191
23	teacher	single	cellular	jul	thu	268	5	4991.6
32	teacher	married	cellular	may	wed	159	1	5099.1
27	administrator	married	cellular	may	thu	201	1	5099.1
37	technician	married	cellular	nov	fri	210	3	5195.8
30	administrator	divorced	cellular	nov	wed	113	1	5195.8
43	management	married	cellular	aug	fri	233	2	5076.2
35	administrator	single	cellular	may	mon	386	1	5099.1
35	technician	single	telephone	may	thu	52	5	5191
49	administrator	divorced	cellular	apr	wed	381	2	5008.7
30	administrator	single	cellular	may	mon	114	2	5099.1
